word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
אפילו	אֲפִלּוּ	אֲפִלּוּ	אפילו	CONJUNCTION												False	אֲפִלּוּ	אֲפִלּוּ

אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
נודה	נוֹדֶה	ידי	ידי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_HIFIL					False	נוֹדֶה	נוֹדֶה
ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
נסתיר	נַסְתִּיר	סתר	סתר	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_HIFIL					False	נַסְתִּיר	נַסְתִּיר

ש|נהנינו	שֶׁ|נֶּהֱנֵינוּ	הני	הני	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_NIFAL					False	שֶׁנֶּהֱנֵינוּ	נֶהֱנֵינוּ
ו|גם	וְ|גַם	גַּם	גם	ADVERB	CONJUNCTION											False	וְגַם	גַּם
בילינו	בִּלִּינוּ	בלי	בלי	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PIEL					False	בִּלִּינוּ	בִּלִּינוּ

כי	כִּי	כִּי	כי	CONJUNCTION												False	כִּי	כִּי
פה	פֹּה	פֹּה	פה	ADVERB												False	פֹּה	פֹּה
היתה	הָיְתָה	היי	היי	COPULA		FEMININE	SINGULAR	PERSON_3		PAST						False	הָיְתָה	הָיְתָה
קצת	קְצָת	קְצָת	קצת	ADVERB												False	קְצָת	קְצָת
ידידות	יְדִידוּת	יְדִידוּת	ידידות	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	יְדִידוּת	יְדִידוּת

ו|היא	וְ|הִיא	הוּא	הוא	PRONOUN	CONJUNCTION	FEMININE	SINGULAR	PERSON_3								False	וְהִיא	הִיא
אשר	אֲשֶׁר	אֲשֶׁר	אשר	CONJUNCTION												False	אֲשֶׁר	אֲשֶׁר
עמדה	עָמְדָה	עמד	עמד	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	עָמְדָה	עָמְדָה
ב|פרץ	בַּ|פֶּרֶץ	פֶּרֶץ	פרץ	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בַּפֶּרֶץ	פֶּרֶץ

אם	אִם	אִם	אם	CONJUNCTION												False	אִם	אִם
ה|אחד	הָ|אֶחָד	אֶחָד	אחד	NUMERAL	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאֶחָד	אֶחָד
היה	הָיָה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_3		PAST						False	הָיָה	הָיָה
צמא	צָמֵא	צָמֵא	צמא	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	צָמֵא	צָמֵא

אז	אָז	אָז	אז	CONJUNCTION												False	אָז	אָז
ה|שני	הַ|שֵּׁנִי	שְׁנַיִם	שניים	NUMERAL	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַשֵּׁנִי	שֵׁנִי
עשה	עָשָׂה	עשׂי	עשׂי	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	עָשָׂה	עָשָׂה
לו	לוֹ	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	לוֹ	לוֹ
ברז	בֶּרֶז	בֶּרֶז	ברז	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	בֶּרֶז	בֶּרֶז

זהו	זֶהוּ	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶהוּ	זֶהוּ
מאיר	מֵאִיר	מֵאִיר	מאיר	PROPERNAME												False	מֵאִיר	מֵאִיר
...	...			PUNCTUATION												False	...	...

איך	אֵיךְ	אֵיךְ	איך	INTERROGATIVE												False	אֵיךְ	אֵיךְ
ה|טיילת	הַ|טַּיֶּלֶת	טַיֶּלֶת	טיילת	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַטַּיֶּלֶת	טַיֶּלֶת
השתנתה	הִשְׁתַּנְּתָה	שׁני	שׁני	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_HITPAEL					False	הִשְׁתַּנְּתָה	הִשְׁתַּנְּתָה

האם	הַאִם	אִם	אם	INTERROGATIVE												False	הַאִם	הַאִם
ב|דיזנגוף	בְּ|דִיזֶנְגוֹף	דִּיזֶנְגוֹף	דיזנגוף	PROPERNAME	PREPOSITION											False	בְּדִיזֶנְגוֹף	דִּיזֶנְגוֹף
נסעת	נָסַעְתָּ	נסע	נסע	VERB		MASCULINE	SINGULAR	PERSON_2		PAST	BINYAN_PAAL					False	נָסַעְתָּ	נָסַעְתָּ

כש|אתה	כְּשֶׁ|אַתָּה	אֲנִי	אני	PRONOUN		MASCULINE	SINGULAR	PERSON_2								False	כְּשֶׁאַתָּה	אַתָּה
מגיע	מַגִּיעַ	נגע	נגע	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַגִּיעַ	מַגִּיעַ
ל|כיכר	לַ|כִּכָּר	כִּכָּר	כיכר	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINEFEMININE	SINGULAR		ABSOLUTE							False	לַכִּכָּר	כִּכָּר

אתה	אַתָּה	אֲנִי	אני	PRONOUN		MASCULINE	SINGULAR	PERSON_2								False	אַתָּה	אַתָּה
נוסע	נוֹסֵעַ	נסע	נסע	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹסֵעַ	נוֹסֵעַ
מ|למטה	מִ|לְּמַטָּה	לְמַטָּה	למטה	ADVERB	PREPOSITION											False	מִלְּמַטָּה	לְמַטָּה

ה|כל	הַ|כֹּל	כֹּל	כול	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַכֹּל	כֹּל
נשאר	נִשְׁאַר	שׁאר	שׁאר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִשְׁאַר	נִשְׁאַר
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
ש|היה	שֶׁ|הָיָה	היי	היי	COPULA	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3		PAST						False	שֶׁהָיָה	הָיָה

ו|כל	וְ|כׇל	כֹּל	כול	QUANTIFIER	CONJUNCTION				CONSTRUCT							False	וְכׇל	כׇּל
שינוי	שִׁנּוּי	שִׁנּוּי	שינוי	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	שִׁנּוּי	שִׁנּוּי
הוא	הוּא	הוּא	הוא	COPULA		MASCULINE	SINGULAR	PERSON_3		PRESENT						False	הוּא	הוּא
רק	רַק	רַק	רק	CONJUNCTION												False	רַק	רַק
קוסמטי	קוֹסְמֵטִי	קוֹסְמֵטִי	קוסמטי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קוֹסְמֵטִי	קוֹסְמֵטִי

אם	אִם	אִם	אם	CONJUNCTION												False	אִם	אִם
תקלף	תְּקַלֵּף	קלף	קלף	VERB		MASCULINE	SINGULAR	PERSON_2		FUTURE	BINYAN_PIEL					False	תְּקַלֵּף	תְּקַלֵּף
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|קליפה	הַ|קְּלִפָּה	קְלִפָּה	קליפה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַקְּלִפָּה	קְלִפָּה

אסתר	אֶסְתֵּר	אֶסְתֵּר	אסתר	PROPERNAME		FEMININE	SINGULAR									False	אֶסְתֵּר	אֶסְתֵּר
ה|מלכה	הַ|מַּלְכָּה	מַלְכָּה	מלכה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַמַּלְכָּה	מַלְכָּה
היא	הִיא	הוּא	הוא	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	הִיא	הִיא
רק	רַק	רַק	רק	CONJUNCTION												False	רַק	רַק
אתי	אִתִּי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אִתִּי	אִתִּי

הנה	הִנֵּה	הֵן	הן	INTERJECTION												False	הִנֵּה	הִנֵּה
מאיר	מֵאִיר	מֵאִיר	מאיר	PROPERNAME												False	מֵאִיר	מֵאִיר
,	,			PUNCTUATION												False	,	,
הנה	הִנֵּה	הֵן	הן	INTERJECTION												False	הִנֵּה	הִנֵּה
אלון	אֵלוֹן	אֵלוֹן	אלון	PROPERNAME		MASCULINE	SINGULAR									False	אֵלוֹן	אֵלוֹן
,	,			PUNCTUATION												False	,	,
הם	הֵם	הוּא	הוא	PRONOUN		MASCULINE	PLURAL	PERSON_3								False	הֵם	הֵם
הגיעו	הִגִּיעוּ	נגע	נגע	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_HIFIL					False	הִגִּיעוּ	הִגִּיעוּ

מספיק	מַסְפִּיק	מַסְפִּיק	מספיק	ADVERB												False	מַסְפִּיק	מַסְפִּיק
עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
ה|שטויות	הַ|שְּׁטוּיוֹת	שְׁטוּת	שטות	NOUN	DEFINITEARTICLE	FEMININE	PLURAL		ABSOLUTE							False	הַשְּׁטוּיוֹת	שְׁטוּיוֹת

התכנסנו	הִתְכַּנַּסְנוּ	כנס	כנס	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_HITPAEL					False	הִתְכַּנַּסְנוּ	הִתְכַּנַּסְנוּ
כאן	כָּאן	כָּאן	כאן	ADVERB												False	כָּאן	כָּאן
ה|ערב	הָ|עֶרֶב	עֶרֶב	ערב	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָעֶרֶב	עֶרֶב

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
לשמוע	לִשְׁמֹעַ	שׁמע	שׁמע	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִשְׁמֹעַ	לִשְׁמֹעַ
מלודרמות	מֵלוֹדְרָמוֹת	מֵלוֹדְרָמָה	מלודרמה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	מֵלוֹדְרָמוֹת	מֵלוֹדְרָמוֹת
אישיות	אִישִׁיּוֹת	אִישִׁי	אישי	ADJECTIVE		FEMININE	PLURAL		ABSOLUTE							False	אִישִׁיּוֹת	אִישִׁיּוֹת

בעוד	בְּעוֹד	עוֹד	עוד	PREPOSITION												False	בְּעוֹד	בְּעוֹד
שנים	שָׁנִים	שָׁנָה	שנה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	שָׁנִים	שָׁנִים
נהיה	נִהְיֶה	היי	היי	COPULA		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE						False	נִהְיֶה	נִהְיֶה
זקנים	זְקֵנִים	זָקֵן	זקן	ADJECTIVE		MASCULINE	PLURAL		ABSOLUTE							False	זְקֵנִים	זְקֵנִים

ו|אז	וְ|אָז	אָז	אז	ADVERB	CONJUNCTION											False	וְאָז	אָז
נשב	נֵשֵׁב	ישׁב	ישׁב	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	נֵשֵׁב	נֵשֵׁב
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
כוס	כּוֹס	כּוֹס	כוס	NOUN		MASCULINEFEMININE	SINGULAR		ABSOLUTE							False	כּוֹס	כּוֹס
של	שֶׁל	שֶׁל	של	SHEL_PREP												False	שֶׁל	שֶׁל
בירה	בִּירָה	בִּירָה	בירה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	בִּירָה	בִּירָה

ו|ניזכר	וְ|נִזָּכֵר	זכר	זכר	VERB	CONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_NIFAL					False	וְנִזָּכֵר	נִזָּכֵר
ב|רובע	בְּ|רֹבַע	רֹבַע	רובע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּרֹבַע	רֹבַע
קווינס	קְווִינְס	קְווִינְס	קווינס	PROPERNAME		MASCULINE	SINGULAR									False	קְווִינְס	קְווִינְס

ו|על	וְ|עַל	עַל	על	PREPOSITION	CONJUNCTION											False	וְעַל	עַל
מנהטן	מַנְהֵטְן	מַנְהֵטְן	מנהטן	PROPERNAME		FEMININE	SINGULAR									False	מַנְהֵטְן	מַנְהֵטְן
נשירה	נְשִׁירָה	נְשִׁירָה	נשירה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	נְשִׁירָה	נְשִׁירָה

איך	אֵיךְ	אֵיךְ	איך	ADVERB												False	אֵיךְ	אֵיךְ
ש|קנינו	שֶׁ|קָּנִינוּ	קני	קני	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PAAL					False	שֶׁקָּנִינוּ	קָנִינוּ
""""	""""			PUNCTUATION												False	""""	""""
מעריב	מַעֲרִיב	מַעֲרִיב	מעריב	PROPERNAME												False	מַעֲרִיב	מַעֲרִיב
""""	""""			PUNCTUATION												False	""""	""""

כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
יום	יוֹם	יוֹם	יום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	יוֹם	יוֹם
שישי	שִׁשִּׁי	שִׁשָּׁה	שישה	NUMERAL		MASCULINE	SINGULAR		ABSOLUTE							False	שִׁשִּׁי	שִׁשִּׁי
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
יד	יַד	יָד	יד	NOUN		FEMININE	SINGULAR		CONSTRUCT							False	יַד	יַד
ה|סאבוואי	הַ|סַּבְּוֶאי			PROPERNAME	DEFINITEARTICLE	MASCULINE	SINGULAR									False	הַסַּבְּוֶאי	סַבְּוֶאי

ו|איך	וְ|אֵיךְ	אֵיךְ	איך	INTERROGATIVE	CONJUNCTION											False	וְאֵיךְ	אֵיךְ
חייגנו	חִיַּגְנוּ	חיג	חיג	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PIEL					False	חִיַּגְנוּ	חִיַּגְנוּ
תל	תֵּל	תֵּל	תל	PROPERNAME												False	תֵּל	תֵּל
אביב	אָבִיב	אָבִיב	אביב	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אָבִיב	אָבִיב

ש|כן	שֶׁ|כֵּן	כֵּן	כן	CONJUNCTION	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁכֵּן	כֵּן
לומומבה	לוֹמוֹמְבָה	לוֹמוֹמְבָה	לוֹמוֹמְבָה	PROPERNAME		MASCULINE	SINGULAR									False	לוֹמוֹמְבָה	לוֹמוֹמְבָה
חייג	חִיֵּג	חיג	חיג	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PIEL					False	חִיֵּג	חִיֵּג
זימבבואה	זִימְבַּבּוּאֶה	זִימְבַּבּוּאֶה	זימבבואה	PROPERNAME												False	זִימְבַּבּוּאֶה	זִימְבַּבּוּאֶה

אלון	אַלּוֹן	אַלּוֹן	אלון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אַלּוֹן	אַלּוֹן
,	,			PUNCTUATION												False	,	,
מאיר	מֵאִיר	מֵאִיר	מאיר	PROPERNAME												False	מֵאִיר	מֵאִיר

מאיר	מֵאִיר	מֵאִיר	מאיר	PROPERNAME												False	מֵאִיר	מֵאִיר
,	,			PUNCTUATION												False	,	,
אלון	אַלּוֹן	אַלּוֹן	אלון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אַלּוֹן	אַלּוֹן

הלו	הָלוֹ	הָלוֹ	הלו	INTERJECTION												False	הָלוֹ	הָלוֹ
מאיר	מֵאִיר	מֵאִיר	מאיר	PROPERNAME												False	מֵאִיר	מֵאִיר

נעים	נְעִים	נָעִים	נעים	ADJECTIVE		MASCULINE	SINGULAR		CONSTRUCT							False	נְעִים	נְעִים
פה	פֶּה	פֶּה	פה	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פֶּה	פֶּה
ב|עברית	בְּ|עִבְרִית	עִבְרִיָּה	עברייה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בְּעִבְרִית	עִבְרִית

DO	DO			FOREIGN												False	DO	DO
YOU	YOU			FOREIGN												False	YOU	YOU
LIKE	LIKE			FOREIGN												False	LIKE	LIKE
IT	IT			FOREIGN												False	IT	IT

זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
ב|סדר	בְּ|סֵדֶר	סֵדֶר	סדר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּסֵדֶר	סֵדֶר

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
חש	חָשׁ	חושׁ	חושׁ	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	חָשׁ	חָשׁ
מאוד	מְאוֹד	מְאוֹד	מאוד	ADVERB												False	מְאוֹד	מְאוֹד
לוקאלי	לוֹקָאלִי			ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	לוֹקָאלִי	לוֹקָאלִי

ו|כל	וְ|כׇל			ADVERB	CONJUNCTION											False	וְכׇל	כׇּל
כך	כָּךְ			CONTINUE												False	כָּךְ	כָּךְ
סנטימנטלי	סֶנְטִימֶנְטָלִי	סֶנְטִימֶנְטָלִי	סנטימנטלי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סֶנְטִימֶנְטָלִי	סֶנְטִימֶנְטָלִי

אז	אָז	אָז	אז	ADVERB												False	אָז	אָז
נפרוט	נִפְרֹט	פרט	פרט	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	נִפְרֹט	נִפְרֹט
שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
גיטרה	גִּיטָרָה	גִּיטָרָה	גיטרה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	גִּיטָרָה	גִּיטָרָה

בשביל	בִּשְׁבִיל	בִּשְׁבִיל	בשביל	PREPOSITION												False	בִּשְׁבִיל	בִּשְׁבִיל
רינה	רִנָּה	רִנָּה	רינה	PROPERNAME												False	רִנָּה	רִנָּה
,	,			PUNCTUATION												False	,	,
בשביל	בִּשְׁבִיל	בִּשְׁבִיל	בשביל	PREPOSITION												False	בִּשְׁבִיל	בִּשְׁבִיל
שרה	שָׁרָה	שׁיר	שׁיר	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שָׁרָה	שָׁרָה

ו|נהיה	וְ|נִהְיֶה	היי	היי	VERB	CONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	וְנִהְיֶה	נִהְיֶה
ו|לו	וְ|לוּ	לוּ	לו	CONJUNCTION	CONJUNCTION											False	וְלוּ	לוּ
ל|רגע	לְ|רֶגַע	רֶגַע	רגע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְרֶגַע	רֶגַע
ישנים	יְשָׁנִים	יֹשֶׁן	יושן	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	יְשָׁנִים	יְשָׁנִים



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
אתה	אַתָּה	אֲנִי	אני	PRONOUN		MASCULINE	SINGULAR	PERSON_2								False	אַתָּה	אַתָּה
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ארץ	אֶרֶץ	אֶרֶץ	ארץ	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אֶרֶץ	אֶרֶץ
/	/			PUNCTUATION												False	/	/
ירדנה	יַרְדֵּנָה	יַרְדֵּנָה	ירדנה	PROPERNAME												False	יַרְדֵּנָה	יַרְדֵּנָה
ארזי	אָרָזִי	אָרָזִי	ארזי	PROPERNAME												False	אָרָזִי	אָרָזִי

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
פוסעת	פּוֹסַעַת	פסע	פסע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	פּוֹסַעַת	פּוֹסַעַת
חרש	חֶרֶשׁ	חֶרֶשׁ	חרש	ADVERB												False	חֶרֶשׁ	חֶרֶשׁ
ב|שביליך	בִּ|שְׁבִילֶיךָ	שְׁבִיל	שביל	NOUN	PREPOSITION	MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	בִּשְׁבִילֶיךָ	שְׁבִילֶיךָ

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
נוגעת	נוֹגַעַת	נגע	נגע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	נוֹגַעַת	נוֹגַעַת
ב|עשבי	בְּ|עִשְׂבֵי	עֵשֶׂב	עשב	NOUN	PREPOSITION	MASCULINE	PLURAL		CONSTRUCT							False	בְּעִשְׂבֵי	עִשְׂבֵי
ה|זמן	הַ|זְּמַן	זְמַן	זמן	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַזְּמַן	זְמַן
,	,			PUNCTUATION												False	,	,

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
לומדת	לוֹמֶדֶת	למד	למד	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	לוֹמֶדֶת	לוֹמֶדֶת
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
משעוליך	מִשְׁעוֹלֶיךָ	מִשְׁעוֹל	משעול	NOUN		MASCULINE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	מִשְׁעוֹלֶיךָ	מִשְׁעוֹלֶיךָ

חונה	חוֹנֶה	חני	חני	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	חוֹנֶה	חוֹנֶה
ל|יד	לְ|יַד	יָד	יד	NOUN	PREPOSITION	FEMININE	SINGULAR		CONSTRUCT							False	לְיַד	יַד
כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
מ|עין	מֵ|עֵין	עַיִן	עין	NOUN	PREPOSITION	FEMININE	SINGULAR		CONSTRUCT							False	מֵעֵין	עֵין
.	.			PUNCTUATION												False	.	.

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
הולכת	הוֹלֶכֶת	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶכֶת	הוֹלֶכֶת
ב|מסע	בְּ|מַסָּע	מַסָּע	מסע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּמַסָּע	מַסָּע
אליך	אֵלֶיךָ	אֶל	אל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אֵלֶיךָ	אֵלֶיךָ

ה|אדמה	הָ|אֲדָמָה	אֲדָמָה	אדמה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הָאֲדָמָה	אֲדָמָה
עיקשת	עִקֶּשֶׁת	עִקֵּשׁ	עיקש	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	עִקֶּשֶׁת	עִקֶּשֶׁת
ו|צרובה	וּ|צְרוּבָה	צָרוּב	צרוב	ADJECTIVE	CONJUNCTION	FEMININE	SINGULAR		ABSOLUTE							False	וּצְרוּבָה	צְרוּבָה
,	,			PUNCTUATION												False	,	,

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
לאט	לְאַט	לְאַט	לאט	ADVERB												False	לְאַט	לְאַט
פורחת	פּוֹרַחַת	פרח	פרח	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	פּוֹרַחַת	פּוֹרַחַת
בין	בֵּין	בֵּין	בין	PREPOSITION												False	בֵּין	בֵּין
סלעיך	סְלָעֶיךָ	סֶלַע	סלע	NOUN		MASCULINEFEMININE	PLURAL		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	סְלָעֶיךָ	סְלָעֶיךָ

כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
איילה	אַיָּלָה	אַיָּלָה	איילה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַיָּלָה	אַיָּלָה
תועה	תּוֹעָה	תּוֹעֶה	תועה	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	תּוֹעָה	תּוֹעָה
ב|ערבה	בָּ|עֲרָבָה	עֲרָבָה	ערבה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בָּעֲרָבָה	עֲרָבָה
.	.			PUNCTUATION												False	.	.

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
יודעת	יוֹדַעַת	ידע	ידע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	יוֹדַעַת	יוֹדַעַת
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
רבה	רַבָּה	רַב	רב	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רַבָּה	רַבָּה
ה|דרך	הַ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדֶּרֶךְ	דֶּרֶךְ

אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
אלך	אֵלֵךְ	הלך	הלך	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		FUTURE	BINYAN_PAAL					False	אֵלֵךְ	אֵלֵךְ
